timestamp,model,task_id,prompt_tokens,response_tokens,duration_sec,cost_usd
2025-05-21T02:19:53.036365,gpt-4o-mini,gpt4o:27667546:8,836,30,0.99,0.002598
2025-05-21T02:19:55.099091,gpt-4o-mini,gpt4o:27667546:9,862,47,2.06,0.002727
2025-05-21T02:19:55.625000,gpt-4o-mini,gpt4o:27667546:11,826,18,0.52,0.002532
2025-05-21T02:19:56.356691,gpt-4o-mini,gpt4o:9353857:9,831,20,0.73,0.002553
2025-05-21T02:19:57.724182,gpt-4o-mini,gpt4o:9353857:11,842,21,1.37,0.002589
2025-05-21T02:19:59.278371,gpt-4o-mini,gpt4o:9353857:12,859,25,1.55,0.002652
2025-05-21T02:20:00.014779,gpt-4o-mini,gpt4o:8233986:4,773,30,0.73,0.002409
2025-05-21T02:20:01.273609,gpt-4o-mini,gpt4o:8233986:5,766,31,1.26,0.002391
2025-05-21T02:20:02.295397,gpt-4o-mini,gpt4o:8233986:6,788,40,1.02,0.002484
2025-05-21T02:20:03.634836,gpt-4o-mini,gpt4o:8233986:7,763,38,1.34,0.002403
2025-05-21T02:20:04.870591,gpt-4o-mini,gpt4o:8233986:8,752,37,1.23,0.002367
2025-05-21T02:20:05.851218,gpt-4o-mini,gpt4o:23549407:5,846,28,0.98,0.002622
2025-05-21T02:20:06.944624,gpt-4o-mini,gpt4o:23549407:6,835,31,1.09,0.002598
2025-05-21T02:20:07.897691,gpt-4o-mini,gpt4o:23549407:10,861,32,0.95,0.002679
2025-05-21T02:20:10.180362,gpt-4o-mini,gpt4o:11798752:3,876,83,2.28,0.002877
2025-05-21T02:20:11.039029,gpt-4o-mini,gpt4o:11798752:4,814,31,0.86,0.002535
2025-05-21T02:20:12.649386,gpt-4o-mini,gpt4o:11798752:5,809,35,1.61,0.002532
2025-05-21T02:20:13.994985,gpt-4o-mini,gpt4o:38124204:11,932,30,1.34,0.002886
2025-05-21T02:20:15.720586,gpt-4o-mini,gpt4o:38124204:12,956,87,1.72,0.003129
2025-05-21T02:20:16.525395,gpt-4o-mini,gpt4o:26021346:12,850,27,0.8,0.002631
2025-05-21T02:20:17.627393,gpt-4o-mini,gpt4o:26021346:13,860,33,1.1,0.002679
2025-05-21T02:20:18.633497,gpt-4o-mini,gpt4o:3367658:2,768,30,1.0,0.002394
2025-05-21T02:20:19.731835,gpt-4o-mini,gpt4o:3367658:3,777,24,1.1,0.002403
2025-05-21T02:20:20.912237,gpt-4o-mini,gpt4o:3367658:4,774,45,1.18,0.002457
2025-05-21T02:20:21.956879,gpt-4o-mini,gpt4o:3367658:5,773,26,1.04,0.002397
2025-05-21T02:20:22.751481,gpt-4o-mini,gpt4o:3367658:6,755,20,0.79,0.002325
2025-05-21T02:20:23.664029,gpt-4o-mini,gpt4o:3367658:7,758,33,0.91,0.002373
2025-05-21T02:20:26.036031,gpt-4o-mini,gpt4o:3367658:8,796,55,2.37,0.002553
2025-05-21T02:20:27.897185,gpt-4o-mini,gpt4o:16133256:3,935,53,1.86,0.002964
2025-05-21T02:20:29.468609,gpt-4o-mini,gpt4o:16133256:5,947,59,1.57,0.003018
2025-05-21T02:20:30.608896,gpt-4o-mini,gpt4o:16133256:9,926,29,1.14,0.002865
2025-05-21T02:20:31.807775,gpt-4o-mini,gpt4o:16133256:10,976,43,1.2,0.003057
2025-05-21T02:20:33.363591,gpt-4o-mini,gpt4o:16133256:11,939,36,1.55,0.002925
2025-05-21T02:20:34.348984,gpt-4o-mini,gpt4o:17805045:3,582,39,0.98,0.001863
2025-05-21T02:20:35.403016,gpt-4o-mini,gpt4o:26414996:5,745,32,1.05,0.002331
2025-05-21T02:20:36.446037,gpt-4o-mini,gpt4o:26414996:6,749,29,1.04,0.002334
2025-05-21T02:20:38.389329,gpt-4o-mini,gpt4o:26414996:7,749,26,1.94,0.002325
2025-05-21T02:20:39.463420,gpt-4o-mini,gpt4o:26414996:8,774,33,1.07,0.002421
2025-05-21T02:20:40.907628,gpt-4o-mini,gpt4o:30574116:2,812,44,1.44,0.002568
2025-05-21T02:20:41.869993,gpt-4o-mini,gpt4o:30574116:5,851,35,0.96,0.002658
2025-05-21T02:20:43.161027,gpt-4o-mini,gpt4o:30574116:6,813,52,1.29,0.002595
2025-05-21T02:20:43.942913,gpt-4o-mini,gpt4o:30574116:7,804,29,0.78,0.002499
2025-05-21T02:20:44.744065,gpt-4o-mini,gpt4o:30574116:8,818,32,0.8,0.00255
2025-05-21T02:20:45.702949,gpt-4o-mini,gpt4o:30691748:7,821,19,0.96,0.00252
2025-05-21T02:20:46.732063,gpt-4o-mini,gpt4o:30691748:8,809,37,1.03,0.002538
2025-05-21T02:20:47.956574,gpt-4o-mini,gpt4o:30691748:9,811,33,1.22,0.002532
2025-05-21T02:20:50.122503,gpt-4o-mini,gpt4o:30691748:10,824,58,2.17,0.002646
2025-05-21T02:20:51.612690,gpt-4o-mini,gpt4o:30691748:11,812,39,1.49,0.002553
2025-05-21T02:20:52.564996,gpt-4o-mini,gpt4o:18690111:5,1038,34,0.95,0.003216
2025-05-21T02:20:53.328718,gpt-4o-mini,gpt4o:18690111:6,1050,24,0.76,0.003222
2025-05-21T02:20:54.502631,gpt-4o-mini,gpt4o:18690111:7,1046,21,1.17,0.003201
2025-05-21T02:20:55.360944,gpt-4o-mini,gpt4o:18690111:10,1048,22,0.86,0.00321
2025-05-21T02:20:56.238233,gpt-4o-mini,gpt4o:18690111:12,1043,28,0.88,0.003213
2025-05-21T02:20:57.350014,gpt-4o-mini,gpt4o:18690111:13,1077,38,1.11,0.003345
2025-05-21T02:20:58.821210,gpt-4o-mini,gpt4o:37170562:4,728,30,1.47,0.002274
2025-05-21T02:20:59.460947,gpt-4o-mini,gpt4o:37170562:5,722,25,0.64,0.002241
2025-05-21T02:21:00.388134,gpt-4o-mini,gpt4o:33251309:8,711,26,0.93,0.002211
2025-05-21T02:21:01.031042,gpt-4o-mini,gpt4o:33251309:9,714,23,0.64,0.002211
2025-05-21T02:21:02.691805,gpt-4o-mini,gpt4o:28093585:1,613,31,1.66,0.001932
2025-05-21T02:21:03.864526,gpt-4o-mini,gpt4o:21995149:4,821,30,1.17,0.002553
2025-05-21T02:21:04.649223,gpt-4o-mini,gpt4o:21995149:6,821,28,0.78,0.002547
2025-05-21T02:21:05.722276,gpt-4o-mini,gpt4o:21995149:7,783,32,1.07,0.002445
2025-05-21T02:21:07.445774,gpt-4o-mini,gpt4o:21995149:8,779,28,1.72,0.002421
2025-05-21T02:21:08.494317,gpt-4o-mini,gpt4o:25025967:4,685,29,1.05,0.002142
2025-05-21T02:21:09.773262,gpt-4o-mini,gpt4o:25025967:5,684,32,1.28,0.002148
2025-05-21T02:21:11.259584,gpt-4o-mini,gpt4o:25025967:6,680,31,1.49,0.002133
2025-05-21T02:21:12.420828,gpt-4o-mini,gpt4o:18852102:5,824,32,1.16,0.002568
2025-05-21T02:21:13.415925,gpt-4o-mini,gpt4o:18852102:6,810,29,0.99,0.002517
2025-05-21T02:21:14.531384,gpt-4o-mini,gpt4o:18852102:7,806,22,1.11,0.002484
2025-05-21T02:21:15.350336,gpt-4o-mini,gpt4o:18852102:8,801,23,0.82,0.002472
2025-05-21T02:21:17.042696,gpt-4o-mini,gpt4o:18852102:9,825,33,1.69,0.002574
2025-05-21T02:21:17.869943,gpt-4o-mini,gpt4o:2118505:2,842,33,0.83,0.002625
2025-05-21T02:21:18.732314,gpt-4o-mini,gpt4o:2118505:5,857,26,0.86,0.002649
2025-05-21T02:21:19.583438,gpt-4o-mini,gpt4o:2118505:6,849,30,0.85,0.002637
2025-05-21T02:21:21.702862,gpt-4o-mini,gpt4o:2118505:8,850,41,2.12,0.002673
2025-05-21T02:21:22.804245,gpt-4o-mini,gpt4o:2118505:9,871,32,1.1,0.002709
2025-05-21T02:21:23.791120,gpt-4o-mini,gpt4o:19422607:3,684,42,0.98,0.002178
2025-05-21T02:21:24.668349,gpt-4o-mini,gpt4o:19422607:4,674,35,0.88,0.002127
2025-05-21T02:21:25.842861,gpt-4o-mini,gpt4o:19422607:5,667,21,1.17,0.002064
2025-05-21T02:21:26.904363,gpt-4o-mini,gpt4o:19422607:6,672,33,1.06,0.002115
2025-05-21T02:21:27.708670,gpt-4o-mini,gpt4o:27059462:10,931,21,0.8,0.002856
2025-05-21T02:21:28.667550,gpt-4o-mini,gpt4o:27059462:12,931,32,0.96,0.002889
2025-05-21T02:21:29.842053,gpt-4o-mini,gpt4o:34323292:7,874,40,1.17,0.002742
2025-05-21T02:21:30.738059,gpt-4o-mini,gpt4o:34323292:9,855,26,0.9,0.002643
2025-05-21T02:21:31.412271,gpt-4o-mini,gpt4o:19234916:4,578,21,0.67,0.001797
2025-05-21T02:21:32.575855,gpt-4o-mini,gpt4o:2374566:3,1017,39,1.16,0.003168
2025-05-21T02:21:32.895748,gpt-4o-mini,gpt4o:2374566:4,1012,1,0.32,0.003039
2025-05-21T02:21:33.162815,gpt-4o-mini,unknown,1121,1,0.27,0.003366
2025-05-21T02:21:33.481262,gpt-4o-mini,unknown,1121,1,0.32,0.003366
2025-05-21T02:21:34.962141,gpt-4o-mini,gpt4o:2374566:5,1038,61,1.48,0.003297
2025-05-21T02:21:36.080788,gpt-4o-mini,gpt4o:2374566:7,1087,48,1.12,0.003405
2025-05-21T02:21:37.374940,gpt-4o-mini,gpt4o:2374566:9,1008,41,1.29,0.003147
2025-05-21T02:21:38.208272,gpt-4o-mini,gpt4o:22582700:3,643,26,0.83,0.002007
2025-05-21T02:21:38.943083,gpt-4o-mini,gpt4o:22582700:4,632,20,0.73,0.001956
2025-05-21T02:21:39.886137,claude-3-haiku-20240307,claude:8057077:2,1007,0,0.93,0.002014
2025-05-21T02:21:41.051578,claude-3-haiku-20240307,claude:8057077:3,1016,0,1.16,0.002032
2025-05-21T02:21:41.947057,claude-3-haiku-20240307,claude:8057077:4,1018,0,0.89,0.002036
2025-05-21T02:21:43.055802,claude-3-haiku-20240307,claude:8057077:5,1009,0,1.11,0.002018
2025-05-21T02:21:43.914920,claude-3-haiku-20240307,claude:8057077:7,989,0,0.86,0.001978
2025-05-21T02:21:44.826258,claude-3-haiku-20240307,claude:8057077:8,990,0,0.91,0.00198
2025-05-21T02:21:45.820569,claude-3-haiku-20240307,claude:8057077:9,991,0,0.99,0.001982
2025-05-21T02:21:46.864626,claude-3-haiku-20240307,claude:8057077:10,1007,0,1.04,0.002014
2025-05-21T02:21:47.674103,claude-3-haiku-20240307,claude:8057077:11,1014,0,0.81,0.002028
2025-05-21T02:21:48.392337,claude-3-haiku-20240307,claude:8057077:12,987,0,0.72,0.001974
2025-05-21T02:21:49.364011,claude-3-haiku-20240307,claude:27168519:8,2052,0,0.97,0.004104
2025-05-21T02:21:50.225569,claude-3-haiku-20240307,claude:27168519:9,2078,0,0.86,0.004156
2025-05-21T02:21:51.093860,claude-3-haiku-20240307,claude:27168519:10,2088,0,0.87,0.004176
2025-05-21T02:21:52.024979,claude-3-haiku-20240307,claude:27168519:11,2069,0,0.93,0.004138
2025-05-21T02:21:54.723881,claude-3-haiku-20240307,claude:27168519:12,2280,0,2.7,0.00456
2025-05-21T02:21:55.514980,claude-3-haiku-20240307,claude:27168519:13,2116,0,0.79,0.004232
2025-05-21T02:21:56.369176,claude-3-haiku-20240307,claude:27168519:14,2098,0,0.85,0.004196
2025-05-21T02:21:57.727314,claude-3-haiku-20240307,claude:27168519:15,2168,0,1.36,0.004336
2025-05-21T02:21:58.595937,claude-3-haiku-20240307,claude:27168519:16,2090,0,0.87,0.00418
2025-05-21T02:22:02.229728,claude-3-haiku-20240307,claude:27168519:17,2425,0,3.63,0.00485
2025-05-21T02:22:02.977359,claude-3-haiku-20240307,claude:27168519:19,2082,0,0.75,0.004164
2025-05-21T02:22:03.844615,claude-3-haiku-20240307,claude:27168519:20,2086,0,0.87,0.004172
2025-05-21T02:22:04.841165,claude-3-haiku-20240307,claude:27168519:21,2068,0,1.0,0.004136
2025-05-21T02:22:05.772659,claude-3-haiku-20240307,claude:20203436:1,639,0,0.93,0.001278
2025-05-21T02:22:06.458598,claude-3-haiku-20240307,claude:20203436:4,647,0,0.69,0.001294
2025-05-21T02:22:07.449198,claude-3-haiku-20240307,claude:20203436:5,653,0,0.99,0.001306
2025-05-21T02:22:08.380774,claude-3-haiku-20240307,claude:27353385:2,1578,0,0.93,0.003156
2025-05-21T02:22:11.387715,claude-3-haiku-20240307,claude:27353385:20,1669,0,3.01,0.003338
2025-05-21T02:22:12.829993,claude-3-haiku-20240307,claude:27353385:22,1617,0,1.44,0.003234
2025-05-21T02:22:14.004015,claude-3-haiku-20240307,claude:27353385:23,1605,0,1.17,0.00321
2025-05-21T02:22:14.715251,claude-3-haiku-20240307,claude:27353385:24,1578,0,0.71,0.003156
2025-05-21T02:22:15.728026,claude-3-haiku-20240307,claude:27353385:26,1588,0,1.01,0.003176
2025-05-21T02:22:16.508128,claude-3-haiku-20240307,claude:27353385:28,1584,0,0.78,0.003168
2025-05-21T02:22:17.472787,claude-3-haiku-20240307,claude:27353385:30,1595,0,0.96,0.00319
2025-05-21T02:22:18.109401,claude-3-haiku-20240307,claude:9294935:1,590,0,0.63,0.00118
2025-05-21T02:22:18.822292,claude-3-haiku-20240307,claude:9294935:2,603,0,0.71,0.001206
2025-05-21T02:22:19.967261,claude-3-haiku-20240307,claude:9294935:4,593,0,1.14,0.001186
2025-05-21T02:22:20.973292,claude-3-haiku-20240307,claude:23388799:2,630,0,1.0,0.00126
2025-05-21T02:22:21.716167,claude-3-haiku-20240307,claude:32272430:5,848,0,0.74,0.001696
2025-05-21T02:22:22.532572,claude-3-haiku-20240307,claude:32272430:6,876,0,0.82,0.001752
2025-05-21T02:22:23.217044,claude-3-haiku-20240307,claude:32272430:7,861,0,0.68,0.001722
2025-05-21T02:22:24.047245,claude-3-haiku-20240307,claude:17722706:9,1177,0,0.83,0.002354
2025-05-21T02:22:24.789782,claude-3-haiku-20240307,claude:17722706:10,1160,0,0.74,0.00232
2025-05-21T02:22:25.536808,claude-3-haiku-20240307,claude:17722706:11,1169,0,0.75,0.002338
2025-05-21T02:22:26.326684,claude-3-haiku-20240307,claude:17722706:12,1162,0,0.79,0.002324
2025-05-21T02:22:27.415378,claude-3-haiku-20240307,claude:17722706:13,1197,0,1.09,0.002394
2025-05-21T02:22:28.430523,claude-3-haiku-20240307,claude:17722706:14,1166,0,1.01,0.002332
2025-05-21T02:22:29.319340,claude-3-haiku-20240307,claude:17722706:15,1186,0,0.89,0.002372
2025-05-21T02:22:30.144011,claude-3-haiku-20240307,claude:38084334:3,1063,0,0.82,0.002126
2025-05-21T02:22:31.244806,claude-3-haiku-20240307,claude:38084334:5,1103,0,1.1,0.002206
2025-05-21T02:22:32.102059,claude-3-haiku-20240307,claude:38084334:6,1073,0,0.86,0.002146
2025-05-21T02:22:32.886120,claude-3-haiku-20240307,claude:38084334:7,1079,0,0.78,0.002158
2025-05-21T02:22:33.818816,claude-3-haiku-20240307,claude:38084334:10,1080,0,0.93,0.00216
2025-05-21T02:22:34.772013,claude-3-haiku-20240307,claude:33095090:2,575,0,0.95,0.00115
2025-05-21T02:22:35.407066,claude-3-haiku-20240307,claude:33095090:3,565,0,0.63,0.00113
2025-05-21T02:22:35.836651,claude-3-haiku-20240307,unknown,597,0,0.43,0.001194
2025-05-21T02:22:36.288618,claude-3-haiku-20240307,unknown,597,0,0.45,0.001194
2025-05-21T02:22:37.530818,claude-3-haiku-20240307,claude:31030749:5,970,0,1.24,0.00194
2025-05-21T02:22:38.231032,claude-3-haiku-20240307,claude:31030749:6,906,0,0.7,0.001812
2025-05-21T02:22:38.842093,claude-3-haiku-20240307,claude:31030749:7,906,0,0.61,0.001812
2025-05-21T02:22:39.649346,claude-3-haiku-20240307,claude:31030749:8,932,0,0.81,0.001864
2025-05-21T02:22:40.345121,claude-3-haiku-20240307,claude:23352618:6,849,0,0.69,0.001698
2025-05-21T02:22:41.122690,claude-3-haiku-20240307,claude:23352618:7,851,0,0.78,0.001702
2025-05-21T02:22:41.735713,claude-3-haiku-20240307,claude:35836323:0,930,0,0.61,0.00186
2025-05-21T02:22:42.830342,claude-3-haiku-20240307,claude:35836323:5,932,0,1.09,0.001864
2025-05-21T02:22:43.651480,claude-3-haiku-20240307,claude:35836323:6,919,0,0.82,0.001838
2025-05-21T02:22:44.553444,claude-3-haiku-20240307,claude:35836323:7,978,0,0.9,0.001956
2025-05-21T02:22:45.360442,claude-3-haiku-20240307,claude:2316808:1,743,0,0.8,0.001486
2025-05-21T02:22:46.072577,claude-3-haiku-20240307,claude:2316808:2,740,0,0.71,0.00148
2025-05-21T02:22:46.790868,claude-3-haiku-20240307,claude:2316808:3,755,0,0.72,0.00151
2025-05-21T02:22:47.508004,claude-3-haiku-20240307,claude:2316808:4,742,0,0.72,0.001484
2025-05-21T02:22:48.511770,claude-3-haiku-20240307,claude:7049964:1,796,0,1.0,0.001592
2025-05-21T02:22:49.356803,claude-3-haiku-20240307,claude:7049964:2,784,0,0.84,0.001568
2025-05-21T02:22:50.166505,claude-3-haiku-20240307,claude:7049964:3,796,0,0.81,0.001592
2025-05-21T02:22:51.108358,claude-3-haiku-20240307,claude:7049964:4,803,0,0.94,0.001606
2025-05-21T02:22:52.134139,claude-3-haiku-20240307,claude:7049964:5,811,0,1.03,0.001622
2025-05-21T02:22:53.277000,claude-3-haiku-20240307,claude:7049964:6,811,0,1.14,0.001622
2025-05-21T02:22:53.952856,claude-3-haiku-20240307,claude:7049964:8,799,0,0.68,0.001598
2025-05-21T02:22:54.739231,claude-3-haiku-20240307,claude:30126148:6,972,0,0.78,0.001944
2025-05-21T02:22:55.485513,claude-3-haiku-20240307,claude:30126148:8,962,0,0.75,0.001924
2025-05-21T02:22:56.565597,claude-3-haiku-20240307,claude:30126148:9,975,0,1.08,0.00195
2025-05-21T02:22:57.917603,claude-3-haiku-20240307,claude:1910436:2,841,0,1.35,0.001682
2025-05-21T02:22:59.212540,claude-3-haiku-20240307,claude:1910436:3,844,0,1.29,0.001688
2025-05-21T02:23:01.007936,claude-3-haiku-20240307,claude:1910436:4,849,0,1.79,0.001698
2025-05-21T02:23:02.120616,claude-3-haiku-20240307,claude:1910436:5,827,0,1.11,0.001654
2025-05-21T02:23:03.790285,claude-3-haiku-20240307,claude:27335331:8,958,0,1.67,0.001916
2025-05-21T02:23:05.009052,claude-3-haiku-20240307,claude:27335331:9,923,0,1.22,0.001846
2025-05-21T02:23:05.994077,claude-3-haiku-20240307,claude:27335331:10,944,0,0.98,0.001888
2025-05-21T02:23:07.365589,claude-3-haiku-20240307,claude:21995590:4,786,0,1.37,0.001572
2025-05-21T02:23:08.303193,claude-3-haiku-20240307,claude:21995590:5,777,0,0.94,0.001554
2025-05-21T02:23:09.079149,claude-3-haiku-20240307,claude:21995590:6,769,0,0.78,0.001538
2025-05-21T02:23:09.732750,claude-3-haiku-20240307,claude:21995590:7,770,0,0.65,0.00154
2025-05-21T02:23:10.549618,claude-3-haiku-20240307,claude:31467278:4,737,0,0.81,0.001474
2025-05-21T02:23:11.550902,claude-3-haiku-20240307,claude:31467278:5,752,0,1.0,0.001504
2025-05-21T02:23:12.403473,claude-3-haiku-20240307,claude:7152509:0,602,0,0.85,0.001204
2025-05-21T02:23:13.972821,claude-3-haiku-20240307,claude:19616778:3,828,0,1.57,0.001656
2025-05-21T02:23:14.890320,claude-3-haiku-20240307,claude:19616778:4,774,0,0.92,0.001548
2025-05-21T02:23:15.863869,claude-3-haiku-20240307,claude:42126:1,723,0,0.97,0.001446
2025-05-21T02:23:16.873843,claude-3-haiku-20240307,claude:42126:2,705,0,1.01,0.00141
2025-05-21T02:23:17.602543,claude-3-haiku-20240307,claude:42126:3,701,0,0.73,0.001402
2025-05-21T02:23:18.323575,claude-3-haiku-20240307,claude:42126:4,696,0,0.72,0.001392
2025-05-21T02:23:19.034683,claude-3-haiku-20240307,claude:42126:5,704,0,0.71,0.001408
2025-05-21T02:23:19.831498,claude-3-haiku-20240307,claude:8789124:1,939,0,0.79,0.001878
2025-05-21T02:23:20.974879,claude-3-haiku-20240307,claude:8789124:3,939,0,1.14,0.001878
2025-05-21T02:23:21.762394,claude-3-haiku-20240307,claude:8789124:4,962,0,0.79,0.001924
2025-05-21T02:23:22.483344,claude-3-haiku-20240307,claude:25417522:5,796,0,0.72,0.001592
2025-05-21T02:23:23.351655,claude-3-haiku-20240307,claude:25417522:6,803,0,0.87,0.001606
2025-05-21T02:23:24.508423,claude-3-haiku-20240307,claude:27008086:3,926,0,1.15,0.001852
2025-05-21T02:23:25.362490,claude-3-haiku-20240307,claude:27008086:5,923,0,0.85,0.001846
2025-05-21T02:23:26.148451,claude-3-haiku-20240307,claude:27008086:6,903,0,0.79,0.001806
2025-05-21T02:23:26.975019,claude-3-haiku-20240307,claude:2559420:1,661,0,0.82,0.001322
2025-05-21T02:23:27.984087,claude-3-haiku-20240307,claude:2559420:2,664,0,1.01,0.001328
2025-05-21T02:23:29.012341,claude-3-haiku-20240307,claude:1828435:1,614,0,1.03,0.001228
2025-05-21T02:23:29.706670,claude-3-haiku-20240307,claude:1828435:2,600,0,0.69,0.0012
2025-05-21T02:23:30.407025,claude-3-haiku-20240307,claude:29397987:1,909,0,0.7,0.001818
2025-05-21T02:23:31.596117,claude-3-haiku-20240307,claude:29397987:2,925,0,1.19,0.00185
2025-05-21T02:23:32.324422,claude-3-haiku-20240307,claude:29397987:4,891,0,0.73,0.001782
2025-05-21T02:23:33.005072,claude-3-haiku-20240307,claude:29397987:5,900,0,0.68,0.0018
2025-05-21T02:23:33.821861,claude-3-haiku-20240307,claude:29397987:6,901,0,0.82,0.001802
2025-05-21T02:23:34.424641,claude-3-haiku-20240307,claude:29397987:7,893,0,0.6,0.001786
2025-05-21T02:23:35.050137,claude-3-haiku-20240307,claude:29397987:8,886,0,0.62,0.001772
2025-05-21T02:23:35.744414,claude-3-haiku-20240307,claude:29397987:9,895,0,0.69,0.00179
2025-05-21T02:23:36.525111,claude-3-haiku-20240307,claude:15664175:1,810,0,0.78,0.00162
2025-05-21T02:23:37.365956,claude-3-haiku-20240307,claude:15664175:2,792,0,0.84,0.001584
2025-05-21T02:23:38.102992,claude-3-haiku-20240307,claude:15664175:4,812,0,0.74,0.001624
2025-05-21T02:23:38.932913,claude-3-haiku-20240307,claude:15664175:6,806,0,0.83,0.001612
2025-05-21T02:23:39.612661,claude-3-haiku-20240307,claude:15664175:7,796,0,0.68,0.001592
2025-05-21T02:23:40.433647,claude-3-haiku-20240307,claude:33050198:7,846,0,0.82,0.001692
2025-05-21T02:23:41.426386,claude-3-haiku-20240307,claude:33050198:8,821,0,0.99,0.001642
2025-05-21T02:23:42.141858,claude-3-haiku-20240307,claude:33050198:9,819,0,0.71,0.001638
2025-05-21T02:23:42.867764,claude-3-haiku-20240307,claude:33050198:10,835,0,0.73,0.00167
2025-05-21T02:23:43.793657,claude-3-haiku-20240307,claude:28396581:2,792,0,0.92,0.001584
2025-05-21T02:23:44.767515,claude-3-haiku-20240307,unknown,889,0,0.97,0.001778
2025-05-21T02:23:45.444275,claude-3-haiku-20240307,claude:28396581:4,779,0,0.68,0.001558
2025-05-21T02:23:46.201556,claude-3-haiku-20240307,claude:28396581:5,787,0,0.76,0.001574
2025-05-21T02:23:47.181447,claude-3-haiku-20240307,claude:28396581:7,789,0,0.98,0.001578
2025-05-21T02:23:47.856232,claude-3-haiku-20240307,claude:28396581:9,774,0,0.67,0.001548
2025-05-21T02:23:48.531252,claude-3-haiku-20240307,claude:16641947:0,977,0,0.67,0.001954
2025-05-21T02:23:49.467599,claude-3-haiku-20240307,claude:16641947:5,981,0,0.94,0.001962
2025-05-21T02:23:50.117161,claude-3-haiku-20240307,claude:16641947:6,982,0,0.65,0.001964
2025-05-21T02:23:51.088934,claude-3-haiku-20240307,claude:16641947:7,985,0,0.97,0.00197
2025-05-21T02:23:52.045745,claude-3-haiku-20240307,claude:16641947:8,994,0,0.96,0.001988
2025-05-21T02:23:52.897749,claude-3-haiku-20240307,claude:16641947:9,999,0,0.85,0.001998
2025-05-21T02:23:53.659652,claude-3-haiku-20240307,claude:16641947:10,1005,0,0.76,0.00201
2025-05-21T02:23:54.476938,claude-3-haiku-20240307,claude:16641947:11,979,0,0.82,0.001958
2025-05-21T02:23:55.537582,claude-3-haiku-20240307,claude:26314429:7,885,0,1.06,0.00177
2025-05-21T02:23:56.217562,claude-3-haiku-20240307,claude:26314429:8,876,0,0.68,0.001752
2025-05-21T02:23:57.111038,claude-3-haiku-20240307,claude:26314429:9,879,0,0.89,0.001758
2025-05-21T02:23:57.906219,claude-3-haiku-20240307,claude:26314429:10,890,0,0.79,0.00178
2025-05-21T02:23:58.834831,claude-3-haiku-20240307,claude:26314429:11,882,0,0.93,0.001764
2025-05-21T02:23:59.492695,claude-3-haiku-20240307,claude:26314429:12,887,0,0.66,0.001774
2025-05-21T02:24:00.476648,claude-3-haiku-20240307,claude:2460700:4,786,0,0.98,0.001572
2025-05-21T02:24:01.333816,claude-3-haiku-20240307,claude:15043929:5,772,0,0.86,0.001544
2025-05-21T02:24:02.528617,claude-3-haiku-20240307,claude:27591877:1,839,0,1.19,0.001678
2025-05-21T02:24:03.497030,claude-3-haiku-20240307,claude:27591877:2,852,0,0.97,0.001704
2025-05-21T02:24:05.106885,claude-3-haiku-20240307,claude:27591877:3,871,0,1.61,0.001742
2025-05-21T02:24:05.685091,claude-3-haiku-20240307,claude:27591877:4,810,0,0.58,0.00162
2025-05-21T02:24:06.252054,claude-3-haiku-20240307,claude:25072790:5,740,0,0.56,0.00148
2025-05-21T02:24:06.920341,claude-3-haiku-20240307,claude:25072790:7,756,0,0.67,0.001512
2025-05-21T02:24:07.567334,claude-3-haiku-20240307,claude:25072790:8,755,0,0.65,0.00151
2025-05-21T02:24:08.289735,claude-3-haiku-20240307,claude:25072790:9,773,0,0.72,0.001546
2025-05-21T02:24:08.932863,claude-3-haiku-20240307,claude:35343641:4,888,0,0.64,0.001776
2025-05-21T02:24:09.489845,claude-3-haiku-20240307,claude:35343641:5,876,0,0.56,0.001752
2025-05-21T02:24:10.047794,claude-3-haiku-20240307,claude:35343641:6,874,0,0.56,0.001748
2025-05-21T02:24:11.180727,claude-3-haiku-20240307,claude:35343641:7,890,0,1.13,0.00178
2025-05-21T02:24:11.960364,claude-3-haiku-20240307,claude:35343641:8,887,0,0.78,0.001774
2025-05-21T02:24:12.543336,claude-3-haiku-20240307,claude:35343641:9,883,0,0.58,0.001766
2025-05-21T02:24:15.403675,claude-3-haiku-20240307,claude:35343641:10,902,0,2.86,0.001804
2025-05-21T02:24:16.011333,claude-3-haiku-20240307,claude:35343641:11,883,0,0.61,0.001766
2025-05-21T02:24:16.692960,claude-3-haiku-20240307,claude:35343641:12,881,0,0.68,0.001762
2025-05-21T02:24:17.601056,claude-3-haiku-20240307,claude:35343641:13,885,0,0.91,0.00177
2025-05-21T02:24:18.299546,claude-3-haiku-20240307,claude:2420505:2,702,0,0.7,0.001404
2025-05-21T02:24:19.563156,claude-3-haiku-20240307,claude:2420505:3,732,0,1.26,0.001464
2025-05-21T02:24:20.491704,claude-3-haiku-20240307,claude:2420505:4,716,0,0.93,0.001432
2025-05-21T02:24:21.350529,claude-3-haiku-20240307,claude:23339683:5,857,0,0.86,0.001714
2025-05-21T02:24:24.586142,claude-3-haiku-20240307,claude:23339683:6,866,0,3.23,0.001732
2025-05-21T02:24:25.919359,claude-3-haiku-20240307,claude:29020506:1,667,0,1.33,0.001334
2025-05-21T02:24:26.826126,claude-3-haiku-20240307,claude:29020506:2,647,0,0.91,0.001294
2025-05-21T02:24:27.518220,claude-3-haiku-20240307,claude:23945053:3,913,0,0.69,0.001826
