PMID,Abstract,Status,PMCID
23769779,To compare the intraocular pressure (IOP) during the first postoperative year after penetrating keratoplasty (PK) and Descemet's stripping automated endothelial keratoplasty (DSAEK).,valid,
20692738,"The opioid agonists endomorphins (Tyr-Pro-Trp-Phe-NH(2); EM1 and Tyr-Pro-Phe-Phe-NH(2); EM2) and morphiceptin (Tyr-Pro-Phe-Pro-NH(2)) exhibit an extremely high selectivity for mu-opioid receptor. Here a series of novel EM2 and morphiceptin analogues containing in place of the proline at position 2 the S and R residues of beta-homologues of proline (HPro), of 2-pyrrolidinemethanesulphonic acid (HPrs) and of 3-pyrrolidinesulphonic acid (betaPrs) have been synthesized and their binding affinity and functional activity have been investigated. The highest micro-receptor affinity is shown by [(S)betaPrs(2)]EM2 analogue (6e) which represents the first example of a beta-sulphonamido analogue in the field of opioid peptides.",valid,5689459
34000306,Contamination of water with the copper(II) ions leads to serious diseases such as liver damage and cancer. This deadly effect prompted us to target the synthesis of a novel functionalized chitosan (Cs-BT) to be used as an adsorbent for removing the copper(II) ions from the aqueous solution. The functionalization was done by introducing benzothiazole moiety into the chitosan (Cs) chain and confirmed by the full disappearance of the NH,valid,
7664784,"Endogenous processing of viral glycoproteins for presentation to CD4+T cells is a poorly investigated aspect of antigen processing and presentation. This pathway may involve not only pathogens, but also self proteins, and may thus be involved in self-tolerance. We have characterized the processing of the endoplasmic reticulum-restricted glycoprotein (G) of vesicular stomatitis virus, termed poison tail (Gpt), biochemically and enzymatically, and by T cell recognition assays. Expressed with a vaccinia vector, Gpt remains endoglycosidase H-sensitive and does not mature to endoglycosidase D sensitivity. The protein is degraded in the ER with a T1/2 of 4 h. Gpt peptides are not secreted since Gpt-infected cells are unable to sensitize uninfected antigen-presenting cells in an innocent bystander assay. Using flow cytometry, Gpt is undetectable on the plasma membrane; in contrast, wild-type G is readily found on the surface or secreted into the milieu as soluble G following infection of A20 cells with a vaccinia recombinant expressing G. The degradation of Gpt is sensitive to the thiol reagent diamide and occurs optimally at physiological pH. A series of proteolytic inhibitors were tested: 3,4-dichloroisocoumarin and 1-chloro-3-tosylamido-7-amino-2-heptanone inhibited degradation, which suggests the involvement of a serine protease. The degradation does not require transport to the Golgi complex, and is not sensitive to a variety of lysosomotropic agents. We show that the degradation products include the immunogenic epitopes recognized by a panel of T cell clones and hybridomas.",valid,7163747
25691103,"Probiotics are live microorganisms that confer health benefits through the gastrointestinal microbiota. This nutritional supplement may benefit athletes who undergo rigorous training by maintaining their gastrointestinal functions and overall health. In this study the influence of moderate physical exercise using a graded treadmill exercise, alone or in combination with the consumption of a soy product fermented with Lactobacillus plantarum LAB12 (LAB12), on tumour necrosis factor alpha (TNF-α) responses was investigated in a murine model. Male BALB/c mice were randomly divided into four groups of six mice each (control, exercise alone, LAB12 and LAB12 + exercise). Mice treated with the potential probiotic LAB12 were orally gavaged for 42 days. At autopsy, blood and spleen from the animals were collected. The splenocytes were cultured in the presence of a mitogen, concanavalin A (Con A). The amount of TNF-α produced by the Con A-stimulated splenocytes was quantified using ELISA, while their proliferation was determined using the [(3)H]-thymidine incorporation method. This study shows that LAB12-supplemented and exercise-induced mice showed marked increase (P<0.05) in cell proliferation compared to the control animals. TNF-α production was suppressed (P<0.05) in the LAB12 group compared to the untreated mice. These results demonstrate that supplementation with LAB12 has immunomodulatory effects, under conditions of moderate physical exercise, which may have implications for human athletes. Further investigation in human trials is warranted to confirm and extrapolate these findings.",valid,
22312193,To identify non-housekeeping genes definitively expressed in the human trabecular meshwork (TM).,valid,3272053
38054335,"Everyone agrees that testing hypotheses is important, but Bowers et al. provide scant details about where hypotheses about perception and brain function should come from. We suggest that the answer lies in considering how information about the outside world could be acquired - that is, learned - over the course of evolution and development. Deep neural networks (DNNs) provide one tool to address this question.",valid,
30639887,Little is known regarding the characteristics of patients with negative patch test (NPT) results.,valid,
18714611,"There are varied solutions to the nursing shortage, and one is returning inactive nurses to nursing.",valid,
19218538,"In Fabry disease, progressive glycolipid accumulation leads to organ damage and early demise, but the incidence of renal, cardiac and cerebrovascular events has not been well characterized.",valid,2698092
28121620,"The ventral hypothalamus (VHT) integrates several physiological cues to maintain glucose homeostasis and energy balance. Aging is associated with increased glucose intolerance but the underlying mechanisms responsible for age-related metabolic decline, including neuronal signaling in the VHT, remain elusive. We have shown that mice with VHT-targeted overexpression of ∆FosB, a splice variant of the AP1 transcription factor FosB, exhibit increased energy expenditure, leading to decreased adiposity. Here, we show that VHT-targeted overexpression of ∆FosB also improves glucose tolerance, increases insulin sensitivity in target organs and thereby suppresses insulin secretion. These effects are also observed by the overexpression of dominant negative JunD, demonstrating that they occur via AP1 antagonism within the VHT. Furthermore, the improved glucose tolerance and insulin sensitivity persisted in aged animals overexpressing ∆FosB in the VHT. These beneficial effects on glucose metabolism were abolished by peripheral sympathectomy and α-adrenergic, but not β-adrenergic, blockade. Taken together, our results show that antagonizing AP1 transcription activity in the VHT leads to a marked improvement in whole body glucose homeostasis via activation of the SNS, conferring protection against age-related impairment in glucose metabolism. These findings may open novel avenues for therapeutic intervention in diabetes and age-related glucose intolerance.",valid,5361668
10958806,"Plasma cholesterol concentration is reduced by feeding some dietary fibers and mushroom fruit body, but the mechanism is not fully understood. We examined the effects of mushroom (Agaricus bisporus) fiber and sugar beet fiber on serum cholesterol and hepatic LDL receptor mRNA in rats. Rats were fed a cholesterol-free diet with 50 g/kg cellulose powder (CP), 50 g/kg mushroom (Agaricus bisporus) fiber (MSF) or 50 g/kg sugar beet fiber (BF) for 4 wk. There were no significant differences in the body weight, food intake and cecum weight among the groups. The relative liver weight in the CP group was significantly greater than that in the MSF and BF groups. The cecal pH in the CP and MSF groups was significantly higher than that in the BF group. Cecal acetic acid, butyric acid and total short-chain fatty acid (SCFA) concentrations in the BF group were significantly higher than those in the other groups. The serum total cholesterol, VLDL + intermediate density lipoprotein (IDL) + LDL cholesterol concentrations in the CP group were significantly greater than those in the MSF and BF groups. The HDL cholesterol concentration in the MSF group was significantly lower than that in the CP group. The hepatic LDL receptor mRNA level in the MSF and BF groups was significantly higher than that in the CP group. The results of this study demonstrate that mushroom fiber and sugar beet fiber lowered the serum total cholesterol level by enhancement of the hepatic LDL receptor mRNA.",valid,
27973479,"We theoretically and numerically investigate the nonparaxial self-accelerating beams in a Λ-type three-level energy system of rubidium atomic vapor in the electromagnetically induced transparency (EIT) window. In the EIT window, the absorption of the atomic vapor is small, and robust nonparaxial self-accelerating beams can be generated. The reason is that the energy of the tail transfers to the main lobe, which then maintains its shape, owing to the self-healing effect. Media with large absorption would demand large energy to compensate, and the tail would be lifted too high to maintain the profile of an accelerating beam, so that self-accelerating beams cannot be obtained any longer. An atomic vapor with small absorption is the ideal medium to produce such self-accelerating beams and, in return, self-accelerating beams may inspire new ideas in the research associated with atomic vapors and atomic-like ensembles.",valid,
27033361,"The melanin-concentrating hormone receptor 1 (MCHR1), which is highly expressed in the lateral hypothalamus, plays a key role in energy homeostasis, obesity and other endocrine diseases. Hence, there is a major interest in in vivo imaging of this receptor. A PET tracer would allow non-invasive in vivo visualization and quantification of the MCHR1. The aim of the study was the ex vivo evaluation of the MCHR1 ligand [(18)F]FE@SNAP as a potential PET tracer for the MCHR1.",valid,4816952
19225950,"In this work we studied the contents of pectin and protein, pectinmethylesterase (PME) activity, and PME stability in various stages of industrial processing, due to the implication of these values on the quality of the final product. The results of the PME stability at different values of pH showed residual PME activity at alkaline pH (7.0, 8.0, 8.5 and 9.5) and high stability at pH 4.0. These results show that pH treatment is not an efficient method to inactivate the PME enzyme. The presence of residual PME activity in all steps of industrial processing was also verified, showing that PME can change the quality of the pulp during storage.",valid,
835974,"Forty-one patients with tetanus in different stages of the disease on whom tracheostomies were performed are discussed in this paper. Out of these, 21 died, giving a mortality rate of just over 50%, which is about equal with those reported from other centers. It was found that patients in Stage III of the disease referred for tracheostomy hardly ever recovered. Patients in Stage II on whom tracheostomy was performed early stood the best chance of survival and recovery. However, if the operation was delayed in Stage II patients, there was a much greater chance for complications to develop, mostly due to aspiration of secretions into the tracheobronchial tree with consequent bronchopneumonia. There were four deaths, all in Stage III patients undergoing tracheostomy, where no definite or conventional identifiable cause could be determined. There were three deaths due to ""technical failure"" in tracheostomized tetanus patients, which underlines the difficulties and technical problems encountered in satisfactorily maintaining a totally paralyzed patient without any means of communication.",valid,
31889747,The aim of this study was to study the determinants of nonadherence to immunosuppressant drugs in liver transplant (LT) recipients using personalised interview and questionnaire methods.,valid,6926177
19800044,"Many studies have investigated mechanically induced bone formation in mice and rats by applying loads to the long bones, and measuring changes in periosteal cortical bone apposition rates. However, the results are difficult to compare among each other because the loading schemes are generally different. The purpose of the present study was to develop a theoretical framework for evaluating the mechanical stimulus based on the bone daily strain stimulus, which is a function of loading cycles and bone strains. The daily strain stimulus would act as a single unifying parameter for directly comparing data from existing in vivo experiments, and is applied here to twenty previous rat and mouse studies. To calculate the daily strain stimulus, we determined the periosteal daily strain stimulus necessary for bone maintenance (xi(peri,0)) and the strain-cycle weighting exponent (m). In the first approach, we applied data from Rubin and Lanyon's bone maintenance studies. We calculated xi(peri,0) to be 2793 microstrain/day, and m to be 4.5. In the second approach, we used Fritton et al. 's strain gage recordings to calculate xi(peri,0) to be 1496 microstrain/day, and used an m value of 11.88, equal to human bone compressive fatigue properties. Fatigue data provided physiological relevance, and was useful for applying an established remodeling theory to in vivo studies. For both approaches, xi(peri,0) was below the fracture level. We then analyzed the applied strains, cycles, and periosteal bone apposition rates from the previous studies. The range of daily strain stimuli calculated using the first approach was much larger than the range using the second approach (2793-17312 microstrain/day compared to 1496-7681 microstrain/day). None of the studies applied a daily strain stimulus above the complete fatigue failure level, but some studies applied loading that could result in major fatigue microdamage. Bone apposition rates generally increased with increasing daily strain stimulus, which was consistent with previous theoretical models. The results suggest that the daily strain stimulus may be a reasonable first approximation for predicting bone apposition rates in a consistent manner. The use of the daily strain stimulus may be helpful for improving the design of future bone loading studies.",valid,
38260816,"The FIFA World Cup is not only the most lucrative athletic event globally, but it also functions as a platform for promoting peace owing to FIFA's new vision. Nevertheless, the determinants of TV viewership ratings, especially in the Chinese market, which is a critical revenue stream for FIFA TV broadcasting, are still unsolved. Using a distributional regression, this study aimed to quantify the dynamics of viewership ratings for the FIFA World Cup 2022 in mainland China.",valid,10801063
12804395,Fracture of the distal radius is a common clinical problem particularly in elderly white women with osteoporosis.,valid,
30276622,"To calculate the specific binding ratio (SBR) appropriately in dopamine transporter (DAT) imaging, a method for extracting the striatal volume of interest (VOI) was developed.",valid,6314989
37441314,"The Patient Activation Measure (PAM) assesses the knowledge, skills and confidence of patients to manage their health, and has been consistently used as an outcome measure of health interventions. Using the PAM to tailor interventions to a patient's activation level is less understood. This literature review aimed to examine evidence for interventions using the PAM to tailor care for patients with chronic conditions, including enablers and barriers to implementation, and the impact on quality of care.",valid,10327461
24436009,"Isolating the short-term storage component of working memory (WM) from the myriad of associated executive processes has been an enduring challenge. Recent efforts have identified patterns of activity in visual regions that contain information about items being held in WM. However, it remains unclear (1) whether these representations withstand intervening sensory input and (2) how communication between multimodal association cortex and the unimodal perceptual regions supporting WM representations is involved in WM storage. We present evidence that the features of a face held in WM are stored within face-processing regions, that these representations persist across subsequent sensory input, and that information about the match between sensory input and a memory representation is relayed forward from perceptual to prefrontal regions. Participants were presented with a series of probe faces and indicated whether each probe matched a target face held in WM. We parametrically varied the feature similarity between the probe and target faces. Activity within face-processing regions scaled linearly with the degree of feature similarity between the probe face and the features of the target face, suggesting that the features of the target face were stored in these regions. Furthermore, directed connectivity measures revealed that the direction of information flow that was optimal for performance was from sensory regions that stored the features of the target face to dorsal prefrontal regions, supporting the notion that sensory input is compared to representations stored within perceptual regions and is subsequently relayed forward. Together, these findings indicate that WM storage operations are carried out within perceptual cortex.",valid,4362687
7686535,"Recent molecular genetic studies have provided new insights into the structure and function of 2 of the major integral membrane proteins of myelin--the proteolipid protein (PLP) and protein zero (P0)--and have uncovered a third such protein--PMP22/gas3. The rumpshaker mouse has been shown to carry a point mutation in the PLP gene that uncouples a deleterious effect on CNS myelin assembly, which these mice exhibit, from oligodendrocyte degeneration and cell death, which they do not. The developmental importance of the P0 protein in PNS myelination has been dramatically demonstrated by the analysis of loss-of-function mutations engineered through the expression of antisense RNA and through the insertional inactivation of the P0 gene by homologous recombination in embryonic stem cells and the generation of P0-deficient mice. The cloned promoter of the P0 gene has been shown to drive quantitative, Schwann cell-specific expression of heterologous genes in transgenic mice. The PMP22/gas3 gene, previously cloned from fibroblast cell lines, has been found to encode an axonally regulated Schwann cell protein that is assembled into PNS myelin. Importantly, this gene appears to be the target of mutations that result in the Trembler alleles in mice, and in Charcot-Marie-Tooth disease Type 1a, the most common inherited peripheral neuropathy in humans.",valid,
22219854,"In the crystal structure of the title complex, [Ni(C(6)H(7)NO)(3)](PF(6))(C(2)F(3)O(2)), the Ni(II) ion is in a slightly distorted octa-hedral NiO(3)N(3) coordination geometry with each of the three N and three O atoms in a meridional coordination. In the crystal, the complex mol-ecules and the trifluoro-acetate anions are connected via O-H⋯O hydrogen bonding into layers parallel to the ab plane.",valid,3247549
15011893,"Although proton pump inhibitors are highly effective in raising intragastric pH, there still remains a small group of patients who resist acid suppression. A high dose of omeprazole has been shown to reduce rebleeding rate in patients with bleeding peptic ulcers after endoscopic therapy. The primary objective of this study was to assess the incidence of peptic ulcer bleeding patients who were resistant to intravenous omeprazole. The secondary objective was to evaluate the relationship between intragastric pH and rebleeding rate in studied patients after successful endoscopic therapy.",valid,
28421468,"Preference for a larger-variable ""risky"" option over a smaller-reliable ""safe"" option often depends upon the likelihood that the risky option will deliver a sufficiently sized reward to have an equivalent or superior expected value. However, preference for the risky option has been shown to increase under conditions where informative stimuli signaling the outcome of a risky choice is included between the choice and the outcome and this risk-prone preference persists even when the risky option has a lower expected value than the alternative safe option. In the present study, rhesus macaques chose between a risky option and a safe option across two experimental phases to determine whether the outcome signal affected the degree of preference for the risky option. Overall, six out of seven macaques showed a greater preference for the risky option in the signaled condition than in the unsignaled condition. The macaques' risky choices were sensitive to the expected value of the risky option and the signaled condition produced a general increase in risky choices independently of the expected value of the risky outcome. Overall, these results are consistent with those obtained with other animals, and this may relate to a process where animals show a biased preference for ""good news."" This process may model some of the relevant factors that explain the psychology of gambling in humans.",valid,5647206
20451824,This study evaluated the effect of bone quality on the stability of and stress in the artificial temporomandibular joint (TMJ) condylar prosthesis as well as on the stress and strain distributions in the bone.,valid,
32593388,"Window settings to rescale and contrast stretch raw data from radiographic images such as Computed Tomography (CT), X-ray and Magnetic Resonance images is a crucial step as data pre-processing to examine abnormalities and diagnose diseases. We propose a distant-supervised method for determining automatically the best window settings by attaching a window estimator module (WEM) to a deep convolutional neural network (DCNN)-based lesion classifier and training them in conjunction. Aside from predicting a flexible window setting for each raw image, we statistically identify the top four window settings by calculating the mean and standard deviations for the entire dataset. Images are scaled on each of the top settings estimated by WEM and following lesion classifiers are subsequently trained. We study the effects of only using the flexible window, the single fixed window as either a known default window used by radiologists or an estimated mean value, and two different approaches to combine results from the top window settings to improve the detection of intracranial hemorrhage (ICH) from brain CT images. Experimental results showed that using the top four window settings identified from the window estimator module and combining the results had the best performance.",valid,
33024133,"In an adjoining publication, we demonstrated the novel technique to harvest soil gas of natural origin as a highly efficient source of",valid,7538436
30099058,"The analyses of the amino acid sequences of proteins provide valuable information regarding the structure and function of the protein. A comparatively new approach is the alignment-free sequence comparisons. To-date most, if not all, sequence analysis techniques are used to find out the sequence homologies to measure the evolutionary relatedness among the species. However, a still untouched avenue in the field of sequence analyses is to build a comparative estimate of the sequence similarities between unrelated protein sequences from and within a single species. In this work, we tried to develop an alignment-free scoring method to study sequences from different proteins belonging to humans to identify the disease-associations of the sequences. A total of 52 protein sequences were analyzed. There were 599 reported polymorphic sites and 802 (708 polymorphic and 94 disease-associated) Single Amino acid Variants (SAVs) in the training data set. For cross-validation purposes, another set of 62 protein sequences (26 enzymes, 16 Membrane-bound Enzymes and 20 Membrane-bound Proteins), with a total of 261 reported polymorphic sites and 799 (291 polymorphic and 508 disease-associated) SAVs, were used. A negative correlation was observed for both training and cross-validation data set between percentage of reported disease-associated SAVs with a ratio of (polymorphic site : protein length). A new scoring pattern was also developed that would take into account the ratio of polymorphic site and protein length by counting the number of polymorphic amino acids and the total numbers of amino acids in proteins.",valid,
2876489,"Human renal proximal tubular cells were exposed to gentamicin (0, 0.1, 0.5, 1.0, 5.0, 10.0 mg/ml medium) for 3, 7, 10, and 14 days. Cells were counted and cell viability was estimated by lactate dehydrogenase release. In addition, brush border-associated (gamma-glutamyltransferase) and lysosomal (acid phosphatase, N-acetyl-beta-glucosaminidase, and sphingomyelinase) enzyme activities were measured (0.01, 1.0, 3.3 mg/ml gentamicin for 3, 7, 10 and 14 days). The number of cells did not change significantly after gentamicin treatment. Cell viability, however, significantly decreased after 3 and 7 days exposure to 5 and 10 mg/ml gentamicin. Total lactate dehydrogenase activity was significantly decreased at 7, 10, and 14 days exposure to gentamicin greater than or equal to 5.0 mg/ml. gamma-Glutamyltransferase, acid phosphatase, and sphingomyelinase were decreased at 3, 7, and 10 days exposure to gentamicin greater than or equal to 1.0 mg/ml. Continued exposure to gentamicin less than or equal to 1.0 mg/ml appeared to have little or no effect on the activity of these enzymes at 14 days. N-Acetyl-beta-glucosaminidase activity, in contrast, was elevated (120-140% control) in the gentamicin-treated (greater than or equal to 1.0 mg/ml) groups at all time periods studied. Thus, gentamicin exposure resulted in changes in some of the enzyme activities in human renal proximal tubular cell cultures, but longer exposure (14 days) to gentamicin (less than or equal to 1.0 mg/ml) resulted in a return to control levels of some activities.",valid,
7734331,"Cocaine is reported to produce either periportal or mid-zonal necrosis in mice pretreated with the enzyme inducer phenobarbitone (James et al. 1987; Powell et al. 1991; Charles & Powell 1992). Dose-response and time course experiments were performed in phenobarbitone treated male DBA/2Ha mice to study the pathogenesis of this unusual cocaine induced lesion. An increase in the dose of cocaine from 60 to 90 or 120 mg/kg produced more extensive and severe periportal and linking portal damage and elevated plasma aspartate (AST) and alanine (ALT) aminotransferases in a dose dependent manner. Scattered hepatocyte degeneration began at the edge of the periportal region and was detectable by electron microscopy within 30 minutes of administration of 60 mg/kg of cocaine, with conspicuous disorganization of the endoplasmic reticulum being one of the earliest changes. Significant elevations of plasma AST and ALT were observed 3 hours after cocaine administration and were sustained for 12 hours, at which time progressive hepatocyte damage had developed into a network of confluent necrosis at the periphery of the periportal region. The rapidity of organelle derangement and subsequent cell death, and absence of any effect on total cytochrome P-450 or FAD-mono-oxygenase levels, appear to distinguish this periportal lesion from previous reports of cocaine induced centrilobular necrosis in non-enzyme induced mice, suggesting that the two types of damage may develop by different mechanisms. The observation that periportal lesions commence at the periphery of the periportal area, progressing portalwards with increasing dose and time, offers an explanation for the previously conflicting reports of cocaine induced mid-zonal and/or periportal lesions in phenobarbitone treated mice.",valid,2001918
25917528,"Five diarylethene photochromic derivatives, the structures of which incorporate a central benzothiophene unit, a left-hand thiazole group, and a right-hand benzothiophene group, have been prepared. The compound with a thiazole unit with no substituent on the reaction-center carbon atom reveals an unprecedented transformation upon light irradiation. When the 4-position of thiazole is protected by a methyl group, the compounds show high photosensitivity and photochromic properties. In this case, light irradiation affords new compounds with [5]helicene structures featuring the highest redshifted absorption maxima reported to date.",valid,
20847698,"The Mayer-Rokitansky-Küster-Hauser syndrome is defined as congenital aplasia of müllerian ducts derived structures in females with a normal female chromosomal and gonadal sex. Most cases with Mayer-Rokitansky-Küster-Hauser syndrome are sporadic, although familial cases have been reported. The genetic basis of Mayer-Rokitansky-Küster-Hauser syndrome is largely unknown and seems heterogeneous, and a small number of cases were found to have mutations in the WNT4 gene. The aim of this study was to identify possible recurrent submicroscopic imbalances in a cohort of familial and sporadic cases with Mayer-Rokitansky-Küster-Hauser syndrome.",valid,
35165703,"The 10-year risk of recurrent atherosclerotic cardiovascular disease (ASCVD) events in patients with established ASCVD can be estimated with the Secondary Manifestations of ARTerial disease (SMART) risk score, and may help refine clinical management. To broaden generalizability across regions, we updated the existing tool (SMART2 risk score) and recalibrated it with regional incidence rates and assessed its performance in external populations.",valid,9312860
16342506,"A prototype of a 34 x 34 pixel image sensor, implementing real-time analog image processing, is presented. Edge detection, motion detection, image amplification, and dynamic-range boosting are executed at pixel level by means of a highly interconnected pixel architecture based on the absolute value of the difference among neighbor pixels. The analog operations are performed over a kernel of 3 x 3 pixels. The square pixel, consisting of 30 transistors, has a pitch of 35 microm with a fill-factor of 20%. The chip was fabricated in a 0.35 microm CMOS technology, and its power consumption is 6 mW with 3.3 V power supply. The device was fully characterized and achieves a dynamic range of 50 dB with a light power density of 150 nW/mm2 and a frame rate of 30 frame/s. The measured fixed pattern noise corresponds to 1.1% of the saturation level. The sensor's dynamic range can be extended up to 96 dB using the double-sampling technique.",valid,
36274434,"Angiostrongylus vasorum is a widely distributed cardiopulmonary parasite of canids in Europe. Clinical signs in dogs can be highly variable and diagnostically challenging. A correct and early diagnosis is hence indispensable to adequately manage affected patients. First-stage larvae (L1) are excreted in the faeces of definitive hosts and conventionally identified using the Baermann technique. Moreover, ELISAs for the detection of circulating antigen and specific antibodies have been presented. The current study aimed at i) quantitatively assessing larval migration in the Baermann funnel after 12 h and 24 h; ii) investigating the influence of sample storage at 4 °C over the course of three days on the number of detected L1; iii) evaluating potential associations of adult worm burdens with larval shedding in dogs and ELISA optical density (OD) values for circulating parasite antigen and specific antibodies. Faecal samples were obtained from naturally infected dogs (n = 21) and Baermann funnels were set up in duplicate over the course of four consecutive days (days 0-3) starting with the day of sample collection. Funnels were harvested on days 1-4 after 12 and 24 h, respectively, and the number of L1 per gram faeces (LPG) was determined. The LPG did not differ between larval harvest after 12 h from harvest after 24 h. Storage of faecal samples at 4 °C for two and three days entailed a considerable decrease in LPG. Adult worm burdens and larval excretion data from previous experiments demonstrated a correlation between worm burden and LPG. In contrast, no correlations between worm burden and the level of parasite antigen and specific antibody OD values, respectively, were identified. Thus, OD values of both antigen and antibody ELISA did not allow for conclusions on infection intensity reflected by the number of adult parasites. For the detection of L1 in faeces, 12 or 24 h of larval migration time was not discriminating for A. vasorum positivity. Thus, early processing of faecal samples is essential, since larval detection and hence sensitivity of the approach considerably decreased over the course of three days of storage. Therefore, the common recommendation to collect faecal samples for three consecutive days and to subsequently analyse them needs to be reconsidered. The results of this study can be readily translated into precise recommendations for daily practice to adequately assess A. vasorum infected dogs.",valid,
8149827,"Close relationships between agriculture and many areas of human activity determine countless interlinkages with global issues of natural environment protection, human population increase, food supply, industry and world trade. This broad context promotes different perceptions of sustainable agriculture by different interest groups. Profitable diversification away from overproduction of basic commodities and satisfaction of environmental pressure groups are major preoccupations in developed countries. Elsewhere the main concerns is to maintain a trend of increasing production: food security with a future dimension. Achieving this depends essentially on protecting the agricultural resource base. Inputs and input substitution are important co-related issues but the core of sustainability is the avoidance of any attrition of the potential for future production; this demands that we guard soil, water sources, grazing lands and gene pools against loss and degradation. Though superficially biophysical or technical in nature, most problems of resource degradation and eroding potential are rooted in economic, social and political issues; few such problems will be solved unless the primacy of these issues is recognized and addressed. Sustainable agriculture will likely remain elusive until governments and other agencies accept it as arising only as the outcome of a synthesis of strategies on population, employment, economic planning, technical research and national investment.",valid,
672477,"One hundred twenty-one patients who died from myocardial infarction were studied. Occlusive coronary artery thrombosis was present in 32%. In 68% of these, the infarct developed first. Factors inducing thrombus formation include fall in systemic blood pressure, alteration of blood flow, shock, and size of infarct. Factors inducing infarction, apart from hypoxia, may be stress, altered cell membrane permeability, and increased catecholamines.",valid,
15582731,"Enteric neuronal plasticity is probably fundamental in order to withstand injury or changes in intestinal activity. The role of the neuropeptides in neuroprotection is still enigmatic. The expression of galanin and vasoactive intestinal peptide (VIP) and the effects of the two peptides on survival of small intestinal porcine myenteric neurons cultured for 6 days were studied. Immunocytochemistry and cell counting were used to evaluate the numbers of surviving neurons and their expression of galanin and VIP. To reflect the in vivo situation, cryostat sections of porcine mid-jejunum were used. A concentration-dependent and marked increase in neuronal survival was noted when neurons were grown in the presence of VIP (10(-8)-10(-6) M), whereas addition of galanin (10(-8)-10(-6) M) slightly decreased neuronal survival. A dramatic increase in the proportions of myenteric neurons containing VIP or galanin immunoreactivity occurred during culturing. The presence of VIP further increased the number of galanin-expressing neurons. A majority of the galanin-immunoreactive neurons lacked VIP, while all VIP-immunoreactive neurons contained galanin. In conclusion, culturing porcine myenteric neurons in the presence of VIP increases, while the presence of galanin reduces, survival. Culturing significantly increased the proportion of neurons expressing VIP and/or galanin; the presence of VIP further increased the number of galanin-expressing neurons.",valid,
26129933,"Human umbilical cord mesenchymal stem cells (hUCMSCs) have potential clinical applications in different types of diseases. In order to acquire enough cells, hUCMSCs have to be expanded ex vivo. However, it remains to be elucidated whether the characteristics of hUCMSCs are altered during ex vivo expansion. In the present study, the quality of hUCMSCs, which is important for successful therapeutic use, was systematically examined during hUCMSC expansion ex vivo. Morphologically, hUCMSCs exhibited no visible changes during culture. In addition, hUCMSCs retained their proliferative ability between passages 0-5. At the molecular level, the cells continued expressing the specific positive surface markers, CD29, CD73 and CD90, and did not express the negative surface markers, CD14, CD34 or CD45, during culture ex vivo. Furthermore, the hUCMSCs exhibited low immunogenicity, which was maintained when cultured for five passages. However, the immunological properties of hUCMSCs were altered at passage 10, at which the percentage of hUCMSCs expressing human leukocyte antigen‑I was significantly increased. Collectively, these results suggested that hUCMSCs used for cell-based therapies require obtaining from cells, which have been expanded for fewer than five passages.",valid,
6121424,"The results of the employment of direct solid-phase enzyme-linked immunosorbent assay (ELISA) and radioimmunoassay (RIA) for the detection of antigen and antibody to the virus of hemorrhagic fever with renal syndrome (HFRS) are first presented. Unlike the previously used fluorescent antibody technique (FAT), the immunosorbent methods allow the quantitation of te HFRS antigen, the sensitivity of ELISA and RIA methods for antigen detection being 8-16-fold higher than that of FAT. In antibody determinations, a significant advantage of ELISA and RIA consists in reproducibility of the results due to the standardization of the antigen dose. The observed dynamics of antibody response to HFRS virus is peculiar and somewhat similar to seroconversion in epidemic nephropathia in the Scandinavian countries.",valid,
32124791,"Introduction: contains a brief overview of the state of scientific research in the field of medical care for inmates (prisoners, convicts) and indicates that research in this area is in constant dynamic development, identifying existing problems and scientific search for ways to solve them. The aim of the article is to summarize and formulate the main features, principles, and regularities that serve as guidelines for determining the appropriate level of medical care in correctional facilities.",valid,
28939930,"A 44-year-old Filipino woman presented with abdominal pain and fever. Clinical examination and blood tests revealed no pathological results; however, (cross-sectional) imaging showed saccular cystic bile duct dilatation in the right liver with solid intraductal masses. Due to the clinical presentation the patient was admitted for surgical intervention with the diagnosis of Caroli disease. During the surgical procedure histopathology showed an intraductal papillary neoplasm of the bile duct (IPNB). The planned segmentetomy was extended to hemihepatectomy. IPNB is a rare entity of premalignant lesions of the bile duct system first recognized by the World Health Organization in 2010.",valid,
22359901,"Lymphoceles are a well-known surgical complication of kidney transplantation. We retrospectively analyzed patients with lymphoceles among our renal transplant recipients. During the last 39 years, we performed 922 renal transplantations. Lymphoceles were diagnosed and treated in 45 (4.9%) patients. We used the following methods: percutaneous drainage with instillation of povidone-iodide in 36 (80%), percutaneous drainage with instillation of tetracycline in one (2.2%), percutaneous aspiration in four (8.9%) and surgical treatment in four (8.9%) patients. In all four (8.9%) patients with relapse, secondary procedure was successful. In total, open surgery was done in five (11.1%) and laparoscopy in four (8.9%) patients. Percutaneous drainage of lymphoceles, with or without the instillation of a sclerosant, is the first-line treatment. Laparoscopic fenestration of lymphoceles has become an alternative to percutaneous drainage, especially in case of post-drainage relapse.",valid,
35427837,"To investigate whether and how global O-linked N-Acetylglucosamine modification (O-GlcNAcylation), a prevalent nutrient-sensitive post-translation modification, regulates odontogenic differentiation and mineralization in human dental pulp cells (hDPCs).",valid,
